boundary=protected_area	1
shop=games	1
place=city	1
bridge:movable=swing	1
wheelchair=limited	1
building=synagogue	1
railway=funicular	1
railway=narrow_gauge	1
railway=rail	1
office=government	1
memorial=stone	1
natural=bare_rock	1
natural=rock	1
natural=stone	1
man_made=wildlife_crossing	1
place_of_worship=holy_well	1
theatre:type=amphi	1
sport=beachvolleyball	1
leaf_type=broadleaved	1
amenity=water_point	1
shop=herbalist	1
museum_type=private	1
display=sundial	1
highway=speed_camera	1
shop=fireplace	1
club=automobile	1
vending=stamps	1
ele=2000	1
historic:civilization=*	1
highway=raceway	1
surface=clay	1
leisure=slipway	1
shop=atv	1
sport=hockey	1
amenity=internet_cafe	1
religion=shinto	1
shop=lottery	1
shop=pyrotechnics	1
sport=parachuting	1
healthcare=laboratory	1
highway=motorway	1
generator:source=hydro	1
plant:source=hydro	1
cuisine=american	1
diet:fruitarian=only	1
shop=bathroom_furnishing	1
sport=netball	1
place=suburb	1
building=construction	1
bin=yes	1
brand=Opel	1
zoo=reptile	1
man_made=wastewater_plant	1
brand=Mercedes-Benz	1
man_made=kiln	1
diet:lacto_vegetarian=only	1
cuisine=jewish	1
tourism=aquarium	1
museum=history	1
dog=*	1
generator:method=photovoltaic	1
cuisine=german	1
leisure=resort	1
tourism=theme_park	1
craft=metal_construction	1
cuisine=soup	1
parking=underground	1
amenity=shelter	1
place=country	1
office=estate_agent	1
fuel:cng=yes	1
sport=water_polo	1
emergency=lifeguard	1
start_date=1896	1
sport=football	1
shop=locksmith	1
opening_hours=Mo-Fr 08:30-20:00	1
shop=ticket	1
surface=wood	1
man_made=mast	1
historic=locomotive	1
brand:wikidata=Q244457	1
oven=wood_fired	1
shop=interior_decoration	1
man_made=gasometer	1
operator=DHL	1
leaf_cycle=deciduous	1
sport=martial_arts	1
leaf_cycle=evergreen	1
iata=*	1
historic=tomb	1
industrial=factory	1
shop=spices	1
healthcare=*	1
amenity=hunting_stand	1
shop=hearing_aids	1
railway=halt	1
shop=hairdresser_supply	1
service:bicycle:pump=yes	1
historic=*	1
craft=goldsmith	1
tourism=guest_house	1
zero_waste=only	1
zero_waste=yes	1
smoking=no	1
display=analog	1
leisure=tanning_salon	1
colour=red	1
shop=barber	1
material=metal	1
wetland=mangrove	1
shop=religion	1
cuisine=pancake	1
cuisine=pastry	1
leaf_type=needleleaved	1
bench=yes	1
cuisine=cake	1
cuisine=halal	1
diet:halal=*	1
shop=fabric	1
tower:type=cooling	1
mobile_phone:repair=yes	1
mimics=palm	1
construction=footway	1
sport=gymnastics	1
lanes=1	1
vending=books	1
informal=yes	1
pet=cat	1
capacity:charging=20	1
sport=bullfighting	1
building=roundhouse	1
railway=roundhouse	1
craft=embroiderer	1
office=*	1
historic=fort	1
medical_supply=yes	1
leisure=bowling_alley	1
dog=yes	1
sport=water_ski	1
cuisine=bolivian	1
brand:wikidata=Q151954	1
aerialway=zip_line	1
craft=tiler	1
craft=cooper	1
landuse=construction	1
shop=beauty	1
cuisine=churro	1
cuisine=vietnamese	1
healthcare:speciality=orthopaedics	1
craft=bookbinder	1
amenity=grave_yard	1
traffic_calming=bump	1
sport=snooker	1
man_made=sawmill	1
cuisine=Afghan	1
waterway=fuel	1
smoking=yes	1
shop=carpet	1
highway=motorway_junction	1
massage=thai	1
architect=Hauszmann Alajos	1
shop=frozen_food	1
craft=watchmaker	1
sport=cycling	1
shop=fuel	1
stars=2	1
craft=optician	1
cuisine=australian	1
place=islet	1
stamp=yes	1
craft=basket_maker	1
cuisine=brazillian	1
brand=Renault	1
toll=yes	1
trade=timber	1
shop=screws	1
barrier=city_wall	1
historic=citywalls	1
cuisine=korean	1
club=*	1
amenity=public_bath	1
tower:type=watchtower	1
waterway=boat_lift	1
socket:tesla_supercharger=*	1
shop=agrarian	1
sport=sumo	1
natural=hot_spring	1
railway=construction	1
man_made=observatory	1
denomination=orthodox	1
tower:type=lighting	1
man_made=water_works	1
shop=pet_grooming	1
healthcare:speciality=psychiatry	1
clothes=wedding	1
man_made=guard_stone	1
area:highway=pedestrian	1
historic:civilization=mayan	1
denomination=greek_catholic	1
construction=motorway	1
junction=roundabout	1
office=it	1
government=youth_welfare_department	1
industrial=shipyard	1
waterway=boatyard	1
tourism=artwork	1
place=hamlet	1
amenity=childcare	1
shop=musical_instrument	1
memorial=bust	1
craft=musical_instrument	1
leisurel=playground	1
healthcare:speciality=vaccination	1
man_made=water_tap	1
cuisine=coffee_shop	1
craft=tinsmith	1
brand=Le Méridien	1
man_made=pipeline	1
shop=tool_hire	1
craft=sculptor	1
tower:type=bell_tower	1
natural=wetland	1
social_facility=day_care	1
historic=aqueduct	1
sport=boules	1
material=concrete	1
shop=tyres	1
open_air=yes	1
tower:type=defensive	1
emergency=yes	1
leisure=turkish_bath	1
lawyer=notary	1
brand=Fiat	1
historic:civilization=inkan	1
access=customers	1
access=yes	1
power_supply=yes	1
smokefree=*	1
diet:lactose_free=only	1
diet:lactose_free=yes	1
memorial=obelisk	1
monument=obelisk	1
shop=boutique	1
amenity=waste_disposal	1
denomination=evangelical	1
shop=cannabis	1
shop=book	1
heritage=*	1
heritage:operator=*	1
heritage:ref=*	1
pet=dog	1
cuisine=croissant	1
leisure=summer_camp	1
craft=engraver	1
man_made=watermill	1
surface=concrete	1
highway=emergency_access_point	1
service:bicycle:repair=*	1
historic=wreck	1
shop=wigs	1
healthcare:speciality=paediatrics	1
sport=billiards	1
fountain=nasone	1
military=launchpad	1
female=yes	1
highway=service	1
service=driveway	1
office=ngo	1
natural=island	1
tower:type=radar	1
attraction=animal	1
sport=ice_hockey	1
generator:source=solar	1
amenity=auditorium	1
sport=motocross	1
office=engineer	1
landuse=allotments	1
shop=perfumery	1
sport=ski_jumping	1
office=educational_institution	1
building=basilica	1
building=church	1
brand=Toyota	1
man_made=storage_tank	1
service:vehicle:painting=yes	1
place=village	1
shop=art	1
sport=crossfit	1
craft=toolmaker	1
clothes=suits	1
amenity=hookah_lounge	1
cinema:3D=yes	1
cuisine=juice	1
aerodrome=international	1
brand:wikidata=Q37158	1
shop=medical_supply	1
denomination=reformed	1
building=hangar	1
intermittent=yes	1
waterway=stream	1
bridge=movable	1
emergency=fire_hydrant	1
payment:contactless=yes	1
brand=Cubus	1
craft=car painter	1
railway=abandoned	1
amenity=clock	1
amenity=device_charging_station	1
sport=scuba_diving	1
studio=radio	2
internet_access:fee=no	2
amenity=ferry_terminal	2
tunnel=yes	2
tower:type=minaret	2
shop=golf	2
safety:hand_sanitizer:covid19=yes	2
craft=atelier	2
amenity=fraternity	2
shop=fishing	2
diet:pescetarian=only	2
diet:pescetarian=yes	2
shop=variety_store	2
waterway=canal	2
man_made=obelisk	2
craft=boatbuilder	2
surface=sand	2
cuisine=bubble_tea	2
amenity=planetarium	2
drinking_water:refill=yes	2
stars=4	2
amenity=boat_rental	2
theatre:genre=opera	2
opening_hours:covid19=open	2
denotation=natural_monument	2
shop=water	2
historic=monument	2
route=hiking	2
amenity=waste_basket	2
service:bicycle:rental=yes	2
