sports=tennis	2
highway=*	4
brand=Esso	4
inscription=*	5
operator=Südwestrundfunk (SWR)	5
addr:city=Neuler	5
operator=Renault	5
site_type=temple	5
amenity=playground	5
operator=Mercedes	5
cuisine=british	5
addr:street=Wördenmoorweg	5
sport=american_football	5
internet_access:fee=no	5
school:de=Grundschule	5
brand=Vauxhall	5
addr:street=Bergheimer Straße	5
ref=M90	5
cuisine=german	5
product=whisky	5
craft=brewery	6
brand=Jet	6
cuisine=pizza	6
shop=scuba_diving	7
site_type=megalith	7
hazard=minefield	8
ref=M8	8
ref=A 5	8
fire_hydrant:type=underground	8
communication:mobile_phone=yes	8
shelter_type=weather_shelter	9
aerodrome=international	10
denomination=church_of_scotland	10
building=brewery	10
craft=tailor	10
generator:source=wind	10
parking=yes	10
man_made=water_tower	10
cuisine=french	10
aerialway=zip_line	10
bridge=viaduct	10
ref=A 4	10
amenity=shopping	11
landuse=harbour	12
cuisine=seafood	12
operator=O2	12
religion=buddhist	14
building=greenhouse	14
monitoring:bicycle=yes	15
landuse=*	15
cuisine=sandwich	15
addr:street=Sternstraße	15
craft=key_cutter	15
social_facility:for=migrant	15
diet:vegetarian=only	15
diet:vegetarian=yes	15
craft=*	15
operator=Apex Hotels	15
leisure=*	15
craft=electrician	15
sport=martial_arts	15
oneway=yes	15
smoking=no	15
sport=cricket	15
craft=shoemaker	15
sport=badminton	15
operator=Accor	15
fireplace=yes	15
bicycle_parking=lockers	16
sport=rowing	17
amenity=exhibition_center	17
amenity=bbq	18
amenity=kneipp_water_cure	19
opening_hours=24/7	19
natural=fjord	19
natural=strait	20
landuse=wetland	20
junction=roundabout	20
building=planned	20
fuel:diesel=yes	20
amenity=public_bookcase	20
natural=glacier	20
sport=bmx	20
place=sea	21
natural=land	21
natural=crater	21
natural=volcano	21
amenity=reception_area	21
natural=feature	21
shop=apparel	21
historic=museum	21
tourism=valley	21
building=faculty	22
landuse=mountain	22
natural=shoal	22
highway=byway	22
landuse=piste	22
natural=river	22
amenity=mountain_rescue	22
waterway=wadi	22
natural=wetlands	23
natural=valley	23
place=state	23
natural=reef	23
natural=coastline	23
railway=spur	23
tourism=lean_to	23
highway=trail	23
historic=mine	23
highway=gate	23
highway=minor	23
landuse=nature_reserve	23
place=moor	23
place=unincorporated_area	23
tourism=cabin	23
waterway=connector	23
highway=distance_marker	23
waterway=mineral_spring	23
natural=channel	23
natural=island	24
shop=car_dealer	24
amenity=preschool	24
amenity=hotel	24
place=subdivision	24
railway=historic_station	24
highway=stile	24
shop=market	24
natural=hill	24
natural=heath	24
natural=geyser	24
shop=discount	24
building=block	24
natural=point	24
amenity=supermarket	24
building=flats	24
place=postcode	24
amenity=fire_hydrant	24
sport=basketball	25
historic=wreck	25
leisure=beach_resort	25
amenity=hall	25
building=city_hall	25
shop=drugstore	25
natural=fell	25
tourism=alpine_hut	25
waterway=water_point	25
cuisine=fish_and_chips	25
natural=rock	25
artwork:group=berlin_bears	25
historic=house	25
waterway=mooring	25
highway=unsurfaced	25
natural=mud	25
waterway=rapids	25
smoking=yes	25
natural=cape	25
highway=ford	25
amenity=planetarium	26
amenity=auditorium	26
amenity=village_hall	26
amenity=public_market	26
waterway=derelict_canal	26
natural=ridge	26
historic=icon	26
historic=battlefield	26
railway=funicular	26
recycling:glass=yes	26
recycling:clothes=yes	26
landuse=mine	26
landuse=meadow	27
place=region	27
amenity=club	27
railway=yard	27
natural=moor	27
tourism=bed_and_breakfast	27
building=store	27
historic=manor	28
highway=traffic_signals	28
railway=preserved	28
waterway=canal	28
natural=bay	28
highway=bus_guideway	29
landuse=park	29
landuse=plaza	29
amenity=shop	29
waterway=drain	29
highway=footway	29
tourism=motel	29
natural=wetland	29
waterway=stream	29
waterway=lock	29
railway=disused_station	30
waterway=riverbank	30
highway=service	30
amenity=conference_centre	30
emergency=defibrillator	30
railway=narrow_gauge	30
amenity=ferry_terminal	30
tourism=*	30
place=island	30
man_made=windmill	30
bridge=*	30
station=subway	30
landuse=reservoir	30
leisure=fishing	30
amenity=office	30
Schalansky_ref=*	30
highway=raceway	30
emergency=ambulance_station	30
cuisine=japanese	30
